"FilingID","ReferenceID","Disclosure Type","CRD Number","Affiliate Type","Registered","Affiliate Name"
"973398","976566","Civil Judicial Action","","Firm","N","J.P. MORGAN CHASE BANK, N.A."
"973398","976566","Civil Judicial Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976567","Criminal","","Firm","N","JPMORGAN CHASE & CO."
"973398","976568","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976569","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976570","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976571","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976572","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976573","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976574","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976575","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976576","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976577","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976578","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976579","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976580","Regulatory Action","134776","Firm","Y","HIGHBRIDGE CAPITAL MANAGEMENT, LLC"
"973398","976581","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976582","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976583","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976584","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976585","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976586","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976587","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976588","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976589","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976590","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976591","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976592","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976593","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976594","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976595","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976596","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976597","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976598","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976599","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976600","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976601","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976602","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976603","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976604","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976605","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976606","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976607","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976608","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976609","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976610","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976611","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
"973398","976612","Regulatory Action","","Firm","N","JPMORGAN CHASE & CO."
